Nom,Code,Type,Adresse 1,Adresse 2,Adresse 3,CP,Ville
DISTRICO - VILLERS BOCAGE,13207,Client,PARKING CARREFOUR MARKET,ROUTE DE CAEN,,14310,VILLERS BOCAGE
COSTIL,9454,Client,RUE DES FOURS A CHAUX,ZA DES NOIRES TERRES,,14310,VILLERS BOCAGE
BS PRODUCTION,14075,Client,38 BOULEVARD MARECHAL JOFFRE,,,14310,VILLERS BOCAGE
VILBRIDIS,16025,Client,6 IMPASSE DES QUAIS,,,14310,VILLERS BOCAGE
SOFRILOG - VILLERS BOCAGE,3179,Client,CENTRE D ABATTAGE,,,14310,VILLERS BOCAGE
BROCELIANDE,6671,Client,LES HAUTS VENTS,,,14310,VILLERS BOCAGE
LA GRANDE FERME,12402,Client,2 ROUTE DE ROCQUANCOURT,,,14320,FONTENAY LE MARMION
LA CRETE DE FONTENAY,3394,Client,ROUTE D IFS,,,14320,FONTENAY LE MARMION
SCEA HONFLEUR FRUITS,15750,Client,ROUTE DE ROCQUANCOURT,,,14320,FONTENAY LE MARMION
DG MAG,14714,Client,27 BIS RUE DE LA TESTE DE BUCHE,,,14320,MAY SUR ORNE
NORMACHATS INGENIERIE,15591,Client,ZAC PORTE DE LA SUISSE NORMANDE,7 DELLE DU POIRIER,,14320,ST ANDRE SUR ORNE
DALKIA FROID SOLUTIONS,11699,Client,ALLEE CINDAIS,PARC ACTIVITE DES PORTES SUISSES,,14320,ST ANDRE SUR ORNE
SAFETY KLEEN,7460,Client,ZA LE GRAND CLOS,RUE LEFEVRE,,14320,ST ANDRE SUR ORNE
ESPACE FLEURS,14547,Client,14 RUE ALFRED LEFEVRE,ZA LE GRAND CLOS,,14320,ST ANDRE SUR ORNE
CAPSKA,11490,Client,13 ALLEE  DE CINDAIS,ZAC DES PORTES DE LA SUISSE NORMANDE,,14320,ST ANDRE SUR ORNE
PLEXITECH,10091,Client,ALLEE DES PAITIS BLANCS,ZAC PORTES DE LA SUISSE NORMANDE,,14320,ST ANDRE SUR ORNE
AS2TC CHAUDRONNERIE,7105,Client,18 DELLE DU POIRIER,,,14320,ST ANDRE SUR ORNE
JARDIPROTEC,11624,Client,ALLLE DE CINDAIS,,,14320,ST ANDRE SUR ORNE
CARRIERES D ETAVAUX,4130,Client,LD ETAVAUX,,,14320,ST ANDRE SUR ORNE
DENIS MATERIAUX,15717,Client,RTE DE BAYEUX,,,14330,LE BREUIL EN BESSIN
MENUISERIE MENARD,14617,Client,RTE DE BAYEUX,,,14330,LE BREUIL EN BESSIN
DANONE PRODUITS FRAIS FRANCE,3597,Client,LA SABLONNIERE,,,14330,LE MOLAY LITTRY
AGRIAL - LE MOLAY LITTRY,13179,Client,ROUTE D ISIGNY SUR MER,,,14330,LE MOLAY LITTRY
AGROLIS,15893,Client,RUE OCTAVE LEMENUEL,,,14330,STE MARGUERITE D ELLE
FROMAGERIE DU PLESSIS,14589,Client,370 CHEMIN DE LA FROMAGERIE,SAINT LOUP DE FRIBOIS,,14340,BELLE VIE EN AUGE
PENET PLASTIQUES,14276,Client,RN 13 LA BOSQUETTERIE,,,14340,LE PRE D AUGE
MDF,10554,Client,ZA ROUTE DES MONCEAUX,,,14340,LE PRE D AUGE
REVIVAL SOULEUVE EN BOCAGE,14973,Client,12 LES BLANCHES LANDES,ST MARTIN,,14350,SOULEUVRE EN BOCAGE
SOCODN,13462,Client,ST MARTIN DES BESACES,ZA DES BLANCHES LANDES,,14350,SOULEUVRE EN BOCAGE
RIVIERE TRANSPORTS,8903,Client,MAISONCELLES,,,14350,ST CHARLES DE PERCY
MENUISERIE MARIE,14598,Client,ZE D HENNEQUEVILLE,RUE DE LA BRIQUETERIE,,14360,TROUVILLE SUR MER
CASINO BARRIERE,8630,Client,PLACE DU MARECHAL FOCH,,,14360,TROUVILLE SUR MER
DSM CENTRAKOR,16021,Client,3 RUE GEORGES LEMESLE,RN13,,14370,ARGENCES
SOLICENDRE,14453,Client,346 ROUTE DE DOZULE,,,14370,ARGENCES
BUNEL OLIVIER,13952,Client,25 RTE DE CHICHEBOVILLE,,,14370,BELLENGREVILLE
POSTE RTE DE TOURBE IFA2,15246,Client,3 ROUTE DE GARCELLES,,,14370,BELLENGREVILLE
DISTRICO - MOULT,11448,Client,RUE REMBRAND BUGATTI,LA MAISON POINT VERT,,14370,MOULT
MPO,11735,Client,ZI DE LA GARE,,,14370,MOULT
POLYSTAND,5436,Client,ZONE INDUSTRIELLE,,,14370,MOULT
NS AUTO PIECES,15649,Client,RTE DE ST PIERRE SUR DIVES,,,14370,MOULT- CHICHEBOVILLE
SPEN - BILLY,15582,Client,CHEMIN DE LA COTE,LE MONT TORNU,,14370,VALAMBRAY
AGRIAL - LANDELLES ET COUPIGNY,13178,Client,LA GROSSERIE,,,14380,LANDELLES ET COUPIGNY
ESAT LE BELLAIE,7218,Client,NOUES DE SIENNE,LE BELLAIE,,14380,MESNIL CLINCHAMPS
HOTHACAP,15647,Client,44 AV CHARLES DE GAULLE,,,14390,CABOURG
INTERNATIONAL PAPER NORMANDIE ONDULE,14879,Client,ZAC CABOURG VILLAGE,,,14390,CABOURG
FRIAL,14385,Client,Rue Audrieu,Hameau Bellefontaine,,14400,BAYEUX
LAGUERRE PNEUS,9774,Client,ROUTE DE CAEN,RN13,,14400,BAYEUX
BABRIDIS - BRICOMARCHE,4520,Client,SAINT VIGOR LE GRAND,ROUTE ESQUAY SUR SEULLES,,14400,BAYEUX
GUILLOUX MATERIAUX,15880,Client,RUE FRANCOIS GUERIN,ZAC BELLEFONTAINE,,14400,BAYEUX
COLLECT�A,11035,Client,1 RUE MARCEL FAUVEL,,,14400,BAYEUX
MUSEE DE LA TAPISSERIE DE BAYEUX,7772,Client,13 BIS RUE DE MESNOND,,,14400,BAYEUX
CH AUNAY BAYEUX,15002,Client,13 RUE DE NESMOND,,,14400,BAYEUX
LE P TIT PLUS,15016,Client,19 RUE DE LA RESISTANCE,,,14400,BAYEUX
VF DISTRIBUTION CAEN LA MER,7944,Client,25 RUE DE LA RESISTANCE,,,14400,BAYEUX
IP-OR,14387,Client,5 RUE DE LA RESISTANCE,,,14400,BAYEUX
U EXPRESS BAYEUX BESSIN,12164,Client,54 BIS RUE DE SAINT PATRICE,,,14400,BAYEUX
LAMY,4958,Client,7, RUE DE BRETAGNE,,,14400,BAYEUX
DISTRICO - BAYEUX,13151,Client,71 RUE ST PATRICE,,,14400,BAYEUX
ACIEROC,14182,Client,8 RUE ARMAND BUSQUET,,,14400,BAYEUX
SOBADIS,14728,Client,BD 6 JUIN,,,14400,BAYEUX
ASTURIENNE - BAYEUX,11793,Client,ZAC DES LONGCHAMPS,,,14400,BAYEUX
IMB IMPRIMERIE MODERNE DE,4134,Client,ZI 7,RUE DE LA RESISTANCE,,,14400,BAYEUX
VILLE DE BAYEUX,5666,Client,12 BIS RUE LAITIERE,,,14400,BAYEUX
AEI - ATMP,7591,Client,24 RUE DE LA RESISTANCE,,,14400,BAYEUX
APPLICATIONS MECANIQUES,5482,Client,ZI- 6, RUE ARMAND BASQUET,,,14400,BAYEUX
ART ET TOITURE DU BESSIN,15741,Client,6 ROUTE DE CAMPIGNY,HAMEAU LES RUISSEAUX,,14400,COTTUN
ARMEMENT PATRON JEAN TABOUREL,14417,Client,HAM LE BECQUET,,,14400,ETREHAM
GAEC DE LA FELICITE,13067,Client,HAMEAU MARIGNY,,,14400,LONGUES SUR MER
OREP,9410,Client,ZONE TERTIAIRE,,,14400,NONANT
JR SOUSTRAITANCE,10595,Client,1 LOTISSEMENT LA CANNETERIE,,,14400,RANCHY
JR SOUS-TRAITANCE,3923,Client,1 LOTISSEMENT LA CANNETERIE,,,14400,RANCHY
LA BELLE DU NORDET,12050,Client,2 PLACE DE L EGLISE,,,14400,SOMMERVIEU
LNUF BAYEUX,3045,Client,ZAC DES LONGCHAMPS,RUE JEAN MERMOZ,,14400,ST MARTIN DES ENTREES
JENOPTIK INDUSTRIAL METROLOGY France,15681,Client,1 RUE DES LONGCHAMPS,,,14400,ST MARTIN DES ENTREES
TRANSPORTS JMS,15769,Client,28 ZAC DES LONGCHAMPS,,,14400,ST MARTIN DES ENTREES
RELAIS D OR MIKO,3520,Client,5 BIS  RUE AUGUSTE NORMAND,,,14400,ST MARTIN DES ENTREES
FRIAL,10556,Client,6 ROUTE DE CAEN,,,14400,ST MARTIN DES ENTREES
FRIAL,3078,Client,6 ROUTE DE CAEN,,,14400,ST MARTIN DES ENTREES
FRIAL,14384,Client,9 rue Nationale,,,14400,ST MARTIN DES ENTREES
ANDRE COUVERTURE,15148,Client,RUE AUGUSTE NORMAND,,,14400,ST MARTIN DES ENTREES
NORMANDY EXPRESS,15277,Client,RUE DES LONGCHAMPS,,,14400,ST MARTIN DES ENTREES
GIFI MAG,12176,Client,10 RUE DE MAGNY,,,14400,ST VIGOR LE GRAND
4370 BAYEUX POINT P,11412,Client,AVENUE COLDEN COMMON,,,14400,ST VIGOR LE GRAND
PATHYVELLE,13964,Client,ROUTE D ESQUAY-SUR-SEULLES,,,14400,ST VIGOR LE GRAND
LES JARDINERIES DU SALEVE,15520,Client,Route du Molay Littry,,,14400,VAUCELLES
JARDINOR,4040,Client,3 ROUTE D AUNAY,USINE DE VASSY,,14410,VALDALLIERE
PHT PIERRE,15874,Client,1 CHEMIN DU FER MINIER,,,14420,POTIGNY
GTEC NORMANDIE,13851,Client,6 RUE DU CHEMIN DE FER MINIER,,,14420,POTIGNY
FILMASPORT,5341,Client,CHEMIN DES CANTINES,,,14420,POTIGNY
KANOIZ,14488,Client,11 ROUTE DE PONT L EVEQUE,RD 675,,14430,ANNEBAULT
CIRALE - ICP,12223,Client,RD 675,,,14430,GOUSTRANVILLE
CENIER JORIS,13785,Client,LE HAM,,,14430,HOTOT EN AUGE
TSEIN,7469,Client,Z.A DU VAL BRIE,,,14440,CRESSERONS
GRM,7539,Client,RUE JEAN PERRIN,ZA DE LA FOSSETTE,,14440,DOUVRES LA DELIVRANDE
ACTIMA,9777,Client,RUE JEAN PERRIN,ZA DE LA FOSSETTE,,14440,DOUVRES LA DELIVRANDE
LVP DOUVRES LA DELIVRANDE,13942,Client,28 VOIE DES ALLEES,,,14440,DOUVRES LA DELIVRANDE
LAGNIEL,10666,Client,36 Rue Jean PERRIN,,,14440,DOUVRES LA DELIVRANDE
SOCADIS,5820,Client,ROUTE DE CAEN,,,14440,PLUMETOT
COPEPORT,13390,Client,Cri�e de Grandcamp Maisy,,,14450,GRANDCAMP MAISY
COOPERATIVE MARITIME DE GRANDCAMP,3086,Client,QUAI HENRI CHERON,,,14450,GRANDCAMP MAISY
HAMELIN,1505,Client,CAMPUS EFFISCIENCE - BAT ERABLE,8 RUE L.S.SENGHOR,,14460,COLOMBELLES
AYRO,14737,Client,10 RUE DE LA DARSE,BATIMENT K7,,14460,COLOMBELLES
CHRISTAUD-BILLMAT CAEN,13514,Client,ZAC LAZZARO,RUE DE L EUROPE,,14460,COLOMBELLES
2 ED - COLOMBELLES,12343,Client,ZI LAZARRO,RUE JEAN MONNET,,14460,COLOMBELLES
FORTIN DESIGN,10058,Client,RUE DE LA METALLURGIE,ZAC DE LAZZARO,,14460,COLOMBELLES
GSF NEPTUNE,11726,Client,12 RUE DE L AVENIR,ZAC LAZARRO,,14460,COLOMBELLES
FOISSIER,6802,Client,RUE DE L EUROPE,ZAC LAZZARO,,14460,COLOMBELLES
MAILLARD,14377,Client,RUE JEAN MONNET,ZAC LAZZARO,,14460,COLOMBELLES
GOOD EPICES,9792,Client,22 AVENUE DU PAYS DE CAEN,,,14460,COLOMBELLES
ENTREPOTS GODFROY,8994,Client,26 AVENUE JEAN JAURES,,,14460,COLOMBELLES
ENVIE 14,14762,Client,3  RUE JEAN MONNET,,,14460,COLOMBELLES
SIRAC,12612,Client,9 RUE FRANCIS DE PRESSENSE,,,14460,COLOMBELLES
TC 14,11111,Client,AVENUE DES CANADIENS,,,14460,COLOMBELLES
ENTREPOT GODFROY,11503,Client,NORMANDIAL AVENUE DU PAYS DE CAEN,,,14460,COLOMBELLES
DECLOMESNIL,5474,Client,ZI NORMANDIAL PARKWAY,,,14460,COLOMBELLES
STENACA II,12621,Client,19 RUE MARECHAL FOCH,,,14470,COURSEULLES SUR MER
4059 COURSEULLES POINT P,8233,Client,ROUTE DE CAEN,,,14470,COURSEULLES SUR MER
LES VERGERS DU GRAND PARC,4109,Client,LE GRAND PARC,,,14480,COULOMBS
GRAHAM PACKAGING NORMANDY,15711,Client,RUE MARECHAL MONTGOMERY,,,14480,CREULLY SUR SEULLES
EARL DE CALAIS,11292,Client,10 RUE DE LA FONTAINE,,,14480,MOULINS EN BESSIN
GIRARD ET FOSSEZ ET CIE,14706,Client,ROUTE DES CARRIERES,,,14490,BALLEROY SUR DROME
MOULINS AUBLET,13970,Client,41 TROUTE DES POTIERS,LA POTERIE DES VIEUX FOURS,,14490,NORON LA POTERIE
LECONTE,6049,Client,ZA DU GRAND PRE,,,14500,ROULLOURS
SOFRILOG ST MARTIN TALLEVENDE,3177,Client,RUE LANDES,,,14500,ST MARTIN DE TALLEVENDE
LEADER PRICE,11909,Client,AVENUE BISCHWILLER,ROUTE DE CAEN,,14500,VIRE
CHAUVIN ARNOUX,4302,Client,P.A. DU MAUPAS,RUE DE L ALLIERE,,14500,VIRE
LBS,10266,Client,ZA les Neuvilliers,Rue de la Reine Mathilde,,14500,VIRE
AMAND TRAITEUR,14659,Client,ZI NORD,RUE DE LA SORRIERE,,14500,VIRE
REVIVAL VIRE,14966,Client,ZI DU GAST,RUE LAVOISIER,,14500,VIRE
SOLETRANS,1864,Client,AV. DE BISCHWILLER,Z.I. EST,,14500,VIRE
3947 VIRE POINT P,11410,Client,RUE CHARLES AMAND,ZA LA PAPILLONNIERE,,14500,VIRE
SOGEFI,12596,Client,1,5 RUE CHARLES TELLIER,,,14500,VIRE
VIRE DISTRIBUTION,12032,Client,2 RUE BARBEY D AUREVILLY,,,14500,VIRE
FRANCE LOCATION EXPO,7664,Client,CHEMIN DE LA BASSETIERE,,,14500,VIRE
LES MESSAGERIES LAITIERES,3228,Client,PARC D ACTIVITES LES NEUVILIERES,,,14500,VIRE
ALLIANCE DES VIANDES DE FRANCE,12686,Client,ROUTE D AUNAY SUR ODON,,,14500,VIRE
BILLMAT,13963,Client,RUE DE L ARTISANAT,,,14500,VIRE
NOVARES,8341,Client,RUE DE L INDUSTRIE,,,14500,VIRE
DESIGN PARTNER,10368,Client,ZA DE LA PAPILLONNIERE,,,14500,VIRE
TRANS ESTUAIRE NORMANDIE,10969,Client,ZA LA PAPILLONNIERE,,,14500,VIRE
CHATEL CLAUDE & FILS,7597,Client,ZI EST - AV BISCHWILLER,,,14500,VIRE
MPI,3596,Client,ZI DE LA PAPILLONNIERE,,,14500,VIRE
GUY DEGRENNE INDUSTRIE,3102,Client,RUE GUY DEGRENNE,,,14500,VIRE
LYCEE PROFESSIONNEL J. MERMOZ,8927,Client,1 RUE G. FAUVEL,,,14500,VIRE
STEF TRANSPORT VIRE,3411,Client,RUE CHARLES TELLIER,,,14500,VIRE
VIRE NORMANDIE HOTEL DE VILLE,4119,Client,11 RUE DESLONGRAIS,,,14500,VIRE
OZENNE ENERGIES,14254,Client,23 ROUTE DE CAEN,,,14500,VIRE
KLP VIRE - LEADER PRICE,15654,Client,AVENUE DE BISCHWILLER,,,14500,VIRE
MOTIN,14210,Client,La papillionni�re,,,14500,VIRE
CENTRE D AIDE PAR LE TRAVAIL,3367,Client,LE GRAND PRE - ROULLOURS,,,14500,VIRE
AGRIAL - VIRE,13209,Client,PLACE DU CHAMP DE FOIRE,,,14500,VIRE
GUILLOUX MATERIAUX,14912,Client,Rue de l Alli�re,,,14500,VIRE
SOFRILOG - VIRE,13673,Client,RUE DES LANDES,,,14500,VIRE
FASTIA,13024,Client,6 LES HAMEAUX DE GONNEVILLE,,,14510,GONNEVILLE SUR MER
SGAE,10062,Client,14 RUE CHANTIERS,,,14520,PORT EN BESSIN HUPPAIN
COPEPORT AVITAILLEMENT,3088,Client,14-18 AVE. GAL DE GAULLE,,,14520,PORT EN BESSIN HUPPAIN
SDF ARMEMENT ADRIANA,15544,Client,28 ALLEE DU GRAND BARACHOIS,,,14520,PORT EN BESSIN HUPPAIN
COPEPORT ECORAGE,3089,Client,AVENUE DU GAL DE GAULLE,,,14520,PORT EN BESSIN HUPPAIN
ELENOS C3,14433,Client,IMPASSE DES ALBATROS,,,14520,PORT EN BESSIN HUPPAIN
BEL ESPOIR,12700,Client,IMPASSE DES GOELANDS,,,14520,PORT EN BESSIN HUPPAIN
HOUEL,1806,Client,17 BOULEVARD DE L EUROPE,ZAC HELIOS,,14540,BOURGUEBUS
LANEF PRO,13976,Client,10 BLD DES NATIONS,,,14540,BOURGUEBUS
DPI,8954,Client,15 BOULEVARD DES NATIONS,,,14540,BOURGUEBUS
DML,8699,Client,19 BOULEVARD DES NATIONS,,,14540,BOURGUEBUS
GANDON TRANSPORTS,4539,Client,AVENUE DE L EUROPE,,,14540,BOURGUEBUS
REVIVAL ROCQUANCOURT,14963,Client,ROCQUANCOURT,ZA DE LORGUICHON,,14540,CASTINE EN PLAINE
XPO DISTRIBUTION Fr,13469,Client,36 AVENUE DES NATIONS,ZAC EOLE,,14540,CASTINE EN PLAINE
DERICHEBOURG - REVIVAL,14911,Client,ZA LORGUICHON,,,14540,CASTINE EN PLAINE
FRANCE ALLIANCE 14,10707,Client,1 RUE DE NORMANDIE,ZAC EOLE,,14540,GRENTHEVILLE
LOCAMION,5481,Client,RUE DES FRERES CHAPPE,ZI DE MONDEVILLE,,14540,GRENTHEVILLE
PERRENOT BISSON,13115,Client,2 RUE NEWTON,,,14540,GRENTHEVILLE
RECORD,15263,Client,20 RUE DES FRERES CHAPPE,,,14540,GRENTHEVILLE
NORMATRANS,3123,Client,24 RUE DES FRERES CHAPPE,,,14540,GRENTHEVILLE
TOKHEIM FRANCE,12035,Client,ROUTE DE SOLIERS,,,14540,GRENTHEVILLE
TOKHEIM SOFITAM APPLICATIONS,7564,Client,ROUTE DE SOLIERS,,,14540,GRENTHEVILLE
LESVENTES MANUTENTION,10407,Client,RUE DAGUERRE,,,14540,GRENTHEVILLE
MDPR,12163,Client,rue des Fr�res Chapp�,,,14540,GRENTHEVILLE
ID MARKET,12252,Client,33BLD DES NATIONS,PARC EOLE,,14540,SOLIERS
MIN DE CAEN,14540,Client,RUE AUGUSTIN RIFFAULT,,,14540,SOLIERS
TRANSPORTS MARESCOT,3299,Client,RUE DES BREHOLLES,,,14540,SOLIERS
SARTHE PALETTES EMBALLAGES,15300,Client,RUE DU FOUR,,,14540,SOLIERS
METALU PLAST,11684,Client,ZA LES BREHOLLES,,,14540,SOLIERS
PGS NORMANDIE,10769,Client,RN158,CARREFOUR DE LA JALOUSIE,,14540,ST AIGNAN DE CRAMESNIL
ROTOFRANCE,5221,Client,RUE DE LA DARSE,BAT K6A,,14550,BLAINVILLE SUR ORNE
ESAT HORS LES MURS,14603,Client,Rue du Canal,CHEZ RVI,,14550,BLAINVILLE SUR ORNE
TRIGO FRANCE BLAIN,15434,Client,ZI CAEN - 65 RUE DU CANAL,CHEZ USINE PAUL DURLACH,,14550,BLAINVILLE SUR ORNE
AUTONEUM FRANCE SASU,7851,Client,CHEZ RENAULT TRUCKS,USINE PAUL DURLACH,,14550,BLAINVILLE SUR ORNE
SUEZ RV OSIS FM,10922,Client,RUE CAEN CANAL,USINE PAUL DURLACH,,14550,BLAINVILLE SUR ORNE
TAILLEFER,659,Client,RUE DE LA MER,Z.I. CAEN CANAL,,14550,BLAINVILLE SUR ORNE
CAT SAS,8444,Client,RUE DE L EUROPE,ZI PORTUAIRE,,14550,BLAINVILLE SUR ORNE
STS COMPOSITES FRANCE,8317,Client,RUE DE L EUROPE,ZI PORTUAIRE,,14550,BLAINVILLE SUR ORNE
ISRI,8169,Client,PARC RENAULT TRUCKS,,,14550,BLAINVILLE SUR ORNE
RENAULT TRUCKS,4335,Client,Rue du canal,,,14550,BLAINVILLE SUR ORNE
BLAINVILLE PRICE,15220,Client,RUE JACQUES DUCLOS,,,14550,BLAINVILLE SUR ORNE
BEY MANUTENTION,8164,Client,ZI CAEN CANAL,,,14550,BLAINVILLE SUR ORNE
SUEZ RV GRAND OUEST METAUX,5317,Client,ZI CAEN CANAL,,,14550,BLAINVILLE SUR ORNE
FROMAGERE DE CLECY,1512,Client,23, RUE DU BERON,,,14570,CLECY
ERCE SAINT-REMY,4561,Client,Z.I. DE SAINT-REMY,,,14570,ST REMY
DOMAINE DES DODOS,15969,Client,550 ROUTE DE LAVATINE,,,14590,FUMICHON
SCORBEL,12070,Client,14 BIS GENERAL DE GAULLE,,,14590,MOYAUX
EPIGRAINS,15007,Client,849 ROUTE DU PIN,,,14590,MOYAUX
VILOFOSS,6906,Client,ROUTE DE LIEURY,,,14590,MOYAUX
NEL NORMANDIE EXPORT LOGISTICS,13755,Client,1 RUE DU CALVADOS,,,14600,HONFLEUR
DESPAUX ET CIE,8961,Client,AV DU PRESIDENT DUCHESNE,,,14600,HONFLEUR
HONFLEUR DISTRIBUTION LECLERC,12131,Client,AVENUE DE NORMANDIE,,,14600,HONFLEUR
QUANTAFLOW,12248,Client,AVENUE DU CANADA,,,14600,HONFLEUR
LES VIVIERS DU CAP,15773,Client,AVENUE DU PRESIDENT DUCHESNE,,,14600,HONFLEUR
MENUISERIE LAVIGNE,12984,Client,AVENUE DU PRESIDENT DUCHESNE,,,14600,HONFLEUR
DISTRICO - HONFLEUR,11467,Client,AVENUE DU PRESIDENT DUCHESNE,,,14600,HONFLEUR
BS2I,15831,Client,AVENUE DUPONT GRAVE,,,14600,HONFLEUR
TECPACK,15626,Client,Boulevard Judovici,,,14600,HONFLEUR
3883 HONFLEUR POINT P,11392,Client,COURS JEAN DE VIENNE,,,14600,HONFLEUR
HLBG,7096,Client,PLATEAU DE GONNEVILLE,,,14600,HONFLEUR
CHAUSSON MATERIAUX RESEAU PRO,4299,Client,ROUTE DU BASSIN CARNOT,,,14600,HONFLEUR
NORSILK,14446,Client,RUE ALFRED LUARD,,,14600,HONFLEUR
GALERIES BARTOUX,15852,Client,RUE JEAN LEPEUDRY,,,14600,HONFLEUR
CENTRE ELEC,2354,Client,ZA DE LA FOSSERIE,,,14600,HONFLEUR
HONFLEUR TRAITEUR,9362,Client,ZA DU PLATEAU,,,14600,HONFLEUR
CALVADOS CHRISTIAN DROUIN,15005,Client,ZI LA FOSSERIE,,,14600,HONFLEUR
MAISON THEODORE,15735,Client,ZONE ARTISANALE DE LA FOSSERIE,,,14600,HONFLEUR
HONFLEUR LOGISTIQUE PORTUAIRES,2639,Client,QUAI EN SEINE,,,14600,HONFLEUR
ALLEAUME FRUITS,3786,Client,84, RUE ST CLAIR,,,14600,LA RIVIERE ST SAUVEUR
DU MANOIR D APREVAL,4808,Client,MANOIR D APREVAL,,,14600,PENNEDEPIE
PESNELLE,8665,Client,17 RUE TALBOT,,,14610,BASLY
MOREL AGENCEMENTS,9736,Client,17 RUE DU REGIMENT DE LA CHAUDIERE,,,14610,COLOMBY ANGUERNY
JARDILAND DISTRIBUTION SAS ,6058,Client,ROUTE DE CAEN,,,14610,EPRON
DECATHLON,10357,Client,ROUTE DE GIBERVILLE,PLATEFORME LOGISTIQUE,,14630,CAGNY
PERRENOT CAGNY,2403,Client,3 AVENUE DE PARIS,,,14630,CAGNY
SCEA FREMENTEL,15812,Client,6 RUE DU MESNIL FREMENTEL,,,14630,CAGNY
ATELIER REGIONAL DECATHLON,15215,Client,ROUTE DE GIBERVILLE,,,14630,CAGNY
STG CAEN NORMANDS,7688,Client,15 RUE MARAIS,,,14630,FRENOUVILLE
VIR TRANSPORT,13131,Client,RUE DU MARAIS,,,14630,FRENOUVILLE
SANDERS OUEST,3053,Client,12, RUE DE LA GARE,BRETTEVILLE L OR,,14650,CARPIQUET
CHALAIR AVIATION,13286,Client,ZI AEROPORT,HANGAR MAINTENANCE EST,,14650,CARPIQUET
CORA HYPERMARCHE,9994,Client,ROTS,LA CROIX VAUTIER,,14650,CARPIQUET
SAINT-GOBAIN GLASS SOLUTIONS,552,Client,Z.I. CAEN OUEST,PARIS - NORMANDIE,,14650,CARPIQUET
GSF NEPTUNE,13231,Client,ZI OUEST,RUE DU POIRIER,,14650,CARPIQUET
PENET PLASTIQUES,3027,Client,RUE DE L AVENIR,Z.I.EST,,14650,CARPIQUET
IMPRIMERIE MALHERBE,3185,Client,12, RUE BELLEVUE,ZI EST,,14650,CARPIQUET
PIERRE CHRISTOPHE,7007,Client,19 RUE DE L AVENIR,ZI EST,,14650,CARPIQUET
LOISIRS DIFFUSION,11853,Client,22 RUE DU POIRIER,ZI OUEST,,14650,CARPIQUET
INTER DIFFUSION,3492,Client,13 RUE DES MONTS PANNEAUX,,,14650,CARPIQUET
PASQUER,16090,Client,14 RUE DE L AVENIR,,,14650,CARPIQUET
PROXI BOISSONS,13247,Client,16 RUE DE L AVENIR,,,14650,CARPIQUET
MPM,11882,Client,178 RUE DU POIRIER,,,14650,CARPIQUET
VERRE SOLUTIONS,15453,Client,2 RUE DES MONDERAINES,,,14650,CARPIQUET
NORMANDIE VOLETS SARL DUCA,12064,Client,213/217 RUE DE L AVENIR,,,14650,CARPIQUET
JOURDAIN,11254,Client,3 RN 13 ZI OUEST,,,14650,CARPIQUET
FASTIA,13081,Client,5 RUE DU POIRIER,,,14650,CARPIQUET
DESTOCKMAN,10839,Client,6 BIS RUE DE BELLEVUE,,,14650,CARPIQUET
AEROPORT CAEN CARPIQUET,10189,Client,RTE DE CAUMONT,,,14650,CARPIQUET
PRN PUBLI ROUTAGE NORMAND,3155,Client,RUE DU POIRIER,,,14650,CARPIQUET
SDGT,5467,Client,ZAC LES MONTS PANNEAUX,,,14650,CARPIQUET
FORUM PLUS,2360,Client,Z.I. RUE DE BELLEVUE,,,14650,CARPIQUET
CHRISTOPHE LEVAGE MANUTENTION,3547,Client,ZI OUEST - RUE DU POIRIER,,,14650,CARPIQUET
ENTREPOTS GODFROY,10320,Client,ZI RUE DE L AVENIR,,,14650,CARPIQUET
ENTREPOTS GODFROY,8993,Client,27 RUE DE L AVENIR,,,14650,CARPIQUET
SFIC,7648,Client,RUE DES MONDERAINES,,,14650,CARPIQUET
LEVILLAIN,3745,Client,RUE DES MONTS PANNEAUX,,,14650,CARPIQUET
MG ASSISTANCE,8160,Client,42 PLACE DE L EGLISE,,,14670,ST PAIR
SUPER U - TROARN,9979,Client,ROUTE DE ROUEN,,,14670,TROARN
TRANSPORTS JM HAMEL,3439,Client,ZA  RUE DES ARTISANS,,,14670,TROARN
LABEYRIE FINE FOODS FRANCE,3047,Client,ZONE ARTISANALE,,,14670,TROARN
BRINJURA,15990,Client,ZA LES HAUTES VARENDES,,,14680,BRETTEVILLE SUR LAIZE
SOCIETE FRANCAISE DE FILETS,14896,Client,ZA DES HAUTES VARENDES,,,14680,BRETTEVILLE SUR LAIZE
EPC FRANCE,3314,Client,ZA DES HAUTES VARENDES,,,14680,BRETTEVILLE SUR LAIZE
S3P COMPOSITES,11421,Client,ZONE ARTISANALEHAUTES VARENDES,,,14680,BRETTEVILLE SUR LAIZE
SNC VANDERMERSCH,14265,Client,2 RUE DE GAUMESNIL,,,14680,CINTHEAUX
COOP AGRI LINIERE CAGNY,15959,Client,LE ROCQUIER,,,14680,CINTHEAUX
VILLE DE FALAISE,15505,Client,PLACE GUILLAUME LE CONQUERANT,HOTEL DE VILLE,,14700,FALAISE
FIMA INDUSTRIE,8589,Client,ZI DES EXPENSIA,RUE DES SENTES,,14700,FALAISE
3869 FALAISE POINT P,8584,Client,RUE DES SENTES,ZA EXPANSIA,,14700,FALAISE
